sample_id,drug_id,drug_name,cell_context,dose_value,time,n_cells,smiles,scaffold,pubchem_cid
Entinostat (MS-275)__K562__10000nM__24h,Entinostat (MS-275),Entinostat (MS-275),K562,10000.0,24.0,126,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,O=C(NCc1ccc(C(=O)Nc2ccccc2)cc1)OCc1cccnc1,4261
Entinostat (MS-275)__MCF7__10nM__24h,Entinostat (MS-275),Entinostat (MS-275),MCF7,10.0,24.0,477,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,O=C(NCc1ccc(C(=O)Nc2ccccc2)cc1)OCc1cccnc1,4261
Entinostat (MS-275)__MCF7__100nM__24h,Entinostat (MS-275),Entinostat (MS-275),MCF7,100.0,24.0,557,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,O=C(NCc1ccc(C(=O)Nc2ccccc2)cc1)OCc1cccnc1,4261
Entinostat (MS-275)__MCF7__1000nM__24h,Entinostat (MS-275),Entinostat (MS-275),MCF7,1000.0,24.0,447,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,O=C(NCc1ccc(C(=O)Nc2ccccc2)cc1)OCc1cccnc1,4261
Entinostat (MS-275)__MCF7__10000nM__24h,Entinostat (MS-275),Entinostat (MS-275),MCF7,10000.0,24.0,445,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,O=C(NCc1ccc(C(=O)Nc2ccccc2)cc1)OCc1cccnc1,4261
Enzastaurin (LY317615)__A549__10nM__24h,Enzastaurin (LY317615),Enzastaurin (LY317615),A549,10.0,24.0,228,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,O=C1NC(=O)C(c2cn(C3CCN(Cc4ccccn4)CC3)c3ccccc23)=C1c1c[nH]c2ccccc12,176167
Enzastaurin (LY317615)__A549__100nM__24h,Enzastaurin (LY317615),Enzastaurin (LY317615),A549,100.0,24.0,245,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,O=C1NC(=O)C(c2cn(C3CCN(Cc4ccccn4)CC3)c3ccccc23)=C1c1c[nH]c2ccccc12,176167
Enzastaurin (LY317615)__A549__1000nM__24h,Enzastaurin (LY317615),Enzastaurin (LY317615),A549,1000.0,24.0,209,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,O=C1NC(=O)C(c2cn(C3CCN(Cc4ccccn4)CC3)c3ccccc23)=C1c1c[nH]c2ccccc12,176167
Enzastaurin (LY317615)__A549__10000nM__24h,Enzastaurin (LY317615),Enzastaurin (LY317615),A549,10000.0,24.0,251,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,O=C1NC(=O)C(c2cn(C3CCN(Cc4ccccn4)CC3)c3ccccc23)=C1c1c[nH]c2ccccc12,176167
Enzastaurin (LY317615)__K562__10nM__24h,Enzastaurin (LY317615),Enzastaurin (LY317615),K562,10.0,24.0,224,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,O=C1NC(=O)C(c2cn(C3CCN(Cc4ccccn4)CC3)c3ccccc23)=C1c1c[nH]c2ccccc12,176167
Enzastaurin (LY317615)__K562__100nM__24h,Enzastaurin (LY317615),Enzastaurin (LY317615),K562,100.0,24.0,247,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,O=C1NC(=O)C(c2cn(C3CCN(Cc4ccccn4)CC3)c3ccccc23)=C1c1c[nH]c2ccccc12,176167
Enzastaurin (LY317615)__K562__1000nM__24h,Enzastaurin (LY317615),Enzastaurin (LY317615),K562,1000.0,24.0,292,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,O=C1NC(=O)C(c2cn(C3CCN(Cc4ccccn4)CC3)c3ccccc23)=C1c1c[nH]c2ccccc12,176167
Enzastaurin (LY317615)__K562__10000nM__24h,Enzastaurin (LY317615),Enzastaurin (LY317615),K562,10000.0,24.0,183,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,O=C1NC(=O)C(c2cn(C3CCN(Cc4ccccn4)CC3)c3ccccc23)=C1c1c[nH]c2ccccc12,176167
Enzastaurin (LY317615)__MCF7__10nM__24h,Enzastaurin (LY317615),Enzastaurin (LY317615),MCF7,10.0,24.0,438,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,O=C1NC(=O)C(c2cn(C3CCN(Cc4ccccn4)CC3)c3ccccc23)=C1c1c[nH]c2ccccc12,176167
Enzastaurin (LY317615)__MCF7__100nM__24h,Enzastaurin (LY317615),Enzastaurin (LY317615),MCF7,100.0,24.0,508,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,O=C1NC(=O)C(c2cn(C3CCN(Cc4ccccn4)CC3)c3ccccc23)=C1c1c[nH]c2ccccc12,176167
Enzastaurin (LY317615)__MCF7__1000nM__24h,Enzastaurin (LY317615),Enzastaurin (LY317615),MCF7,1000.0,24.0,488,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,O=C1NC(=O)C(c2cn(C3CCN(Cc4ccccn4)CC3)c3ccccc23)=C1c1c[nH]c2ccccc12,176167
Enzastaurin (LY317615)__MCF7__10000nM__24h,Enzastaurin (LY317615),Enzastaurin (LY317615),MCF7,10000.0,24.0,516,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,O=C1NC(=O)C(c2cn(C3CCN(Cc4ccccn4)CC3)c3ccccc23)=C1c1c[nH]c2ccccc12,176167
Epothilone A__A549__10nM__24h,Epothilone A,Epothilone A,A549,10.0,24.0,100,C[C@H]1CCC[C@@H]2[C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C,O=C1CCCCCC[C@H]2O[C@H]2C[C@@H](/C=C/c2cscn2)OC(=O)CCC1,448799
Epothilone A__A549__10000nM__24h,Epothilone A,Epothilone A,A549,10000.0,24.0,118,C[C@H]1CCC[C@@H]2[C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C,O=C1CCCCCC[C@H]2O[C@H]2C[C@@H](/C=C/c2cscn2)OC(=O)CCC1,448799
Epothilone A__K562__10nM__24h,Epothilone A,Epothilone A,K562,10.0,24.0,123,C[C@H]1CCC[C@@H]2[C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C,O=C1CCCCCC[C@H]2O[C@H]2C[C@@H](/C=C/c2cscn2)OC(=O)CCC1,448799
Epothilone A__MCF7__10nM__24h,Epothilone A,Epothilone A,MCF7,10.0,24.0,202,C[C@H]1CCC[C@@H]2[C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C,O=C1CCCCCC[C@H]2O[C@H]2C[C@@H](/C=C/c2cscn2)OC(=O)CCC1,448799
Epothilone A__MCF7__100nM__24h,Epothilone A,Epothilone A,MCF7,100.0,24.0,160,C[C@H]1CCC[C@@H]2[C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C,O=C1CCCCCC[C@H]2O[C@H]2C[C@@H](/C=C/c2cscn2)OC(=O)CCC1,448799
Epothilone A__MCF7__1000nM__24h,Epothilone A,Epothilone A,MCF7,1000.0,24.0,154,C[C@H]1CCC[C@@H]2[C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C,O=C1CCCCCC[C@H]2O[C@H]2C[C@@H](/C=C/c2cscn2)OC(=O)CCC1,448799
Epothilone A__MCF7__10000nM__24h,Epothilone A,Epothilone A,MCF7,10000.0,24.0,199,C[C@H]1CCC[C@@H]2[C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C,O=C1CCCCCC[C@H]2O[C@H]2C[C@@H](/C=C/c2cscn2)OC(=O)CCC1,448799
FLLL32__A549__10nM__24h,FLLL32,FLLL32,A549,10.0,24.0,188,COC1=C(C=C(C=C1)/C=C/C(=O)C2(CCCCC2)C(=O)/C=C/C3=CC(=C(C=C3)OC)OC)OC,O=C(/C=C/c1ccccc1)C1(C(=O)/C=C/c2ccccc2)CCCCC1,68019246
FLLL32__A549__100nM__24h,FLLL32,FLLL32,A549,100.0,24.0,184,COC1=C(C=C(C=C1)/C=C/C(=O)C2(CCCCC2)C(=O)/C=C/C3=CC(=C(C=C3)OC)OC)OC,O=C(/C=C/c1ccccc1)C1(C(=O)/C=C/c2ccccc2)CCCCC1,68019246
FLLL32__A549__1000nM__24h,FLLL32,FLLL32,A549,1000.0,24.0,192,COC1=C(C=C(C=C1)/C=C/C(=O)C2(CCCCC2)C(=O)/C=C/C3=CC(=C(C=C3)OC)OC)OC,O=C(/C=C/c1ccccc1)C1(C(=O)/C=C/c2ccccc2)CCCCC1,68019246
FLLL32__A549__10000nM__24h,FLLL32,FLLL32,A549,10000.0,24.0,184,COC1=C(C=C(C=C1)/C=C/C(=O)C2(CCCCC2)C(=O)/C=C/C3=CC(=C(C=C3)OC)OC)OC,O=C(/C=C/c1ccccc1)C1(C(=O)/C=C/c2ccccc2)CCCCC1,68019246
FLLL32__K562__10nM__24h,FLLL32,FLLL32,K562,10.0,24.0,277,COC1=C(C=C(C=C1)/C=C/C(=O)C2(CCCCC2)C(=O)/C=C/C3=CC(=C(C=C3)OC)OC)OC,O=C(/C=C/c1ccccc1)C1(C(=O)/C=C/c2ccccc2)CCCCC1,68019246
FLLL32__K562__100nM__24h,FLLL32,FLLL32,K562,100.0,24.0,246,COC1=C(C=C(C=C1)/C=C/C(=O)C2(CCCCC2)C(=O)/C=C/C3=CC(=C(C=C3)OC)OC)OC,O=C(/C=C/c1ccccc1)C1(C(=O)/C=C/c2ccccc2)CCCCC1,68019246
FLLL32__K562__1000nM__24h,FLLL32,FLLL32,K562,1000.0,24.0,251,COC1=C(C=C(C=C1)/C=C/C(=O)C2(CCCCC2)C(=O)/C=C/C3=CC(=C(C=C3)OC)OC)OC,O=C(/C=C/c1ccccc1)C1(C(=O)/C=C/c2ccccc2)CCCCC1,68019246
FLLL32__K562__10000nM__24h,FLLL32,FLLL32,K562,10000.0,24.0,105,COC1=C(C=C(C=C1)/C=C/C(=O)C2(CCCCC2)C(=O)/C=C/C3=CC(=C(C=C3)OC)OC)OC,O=C(/C=C/c1ccccc1)C1(C(=O)/C=C/c2ccccc2)CCCCC1,68019246
FLLL32__MCF7__10nM__24h,FLLL32,FLLL32,MCF7,10.0,24.0,561,COC1=C(C=C(C=C1)/C=C/C(=O)C2(CCCCC2)C(=O)/C=C/C3=CC(=C(C=C3)OC)OC)OC,O=C(/C=C/c1ccccc1)C1(C(=O)/C=C/c2ccccc2)CCCCC1,68019246
FLLL32__MCF7__100nM__24h,FLLL32,FLLL32,MCF7,100.0,24.0,486,COC1=C(C=C(C=C1)/C=C/C(=O)C2(CCCCC2)C(=O)/C=C/C3=CC(=C(C=C3)OC)OC)OC,O=C(/C=C/c1ccccc1)C1(C(=O)/C=C/c2ccccc2)CCCCC1,68019246
FLLL32__MCF7__1000nM__24h,FLLL32,FLLL32,MCF7,1000.0,24.0,562,COC1=C(C=C(C=C1)/C=C/C(=O)C2(CCCCC2)C(=O)/C=C/C3=CC(=C(C=C3)OC)OC)OC,O=C(/C=C/c1ccccc1)C1(C(=O)/C=C/c2ccccc2)CCCCC1,68019246
FLLL32__MCF7__10000nM__24h,FLLL32,FLLL32,MCF7,10000.0,24.0,405,COC1=C(C=C(C=C1)/C=C/C(=O)C2(CCCCC2)C(=O)/C=C/C3=CC(=C(C=C3)OC)OC)OC,O=C(/C=C/c1ccccc1)C1(C(=O)/C=C/c2ccccc2)CCCCC1,68019246
Fasudil (HA-1077) HCl__A549__10nM__24h,Fasudil (HA-1077) HCl,Fasudil (HA-1077) HCl,A549,10.0,24.0,179,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3.Cl,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,163751
Fasudil (HA-1077) HCl__A549__100nM__24h,Fasudil (HA-1077) HCl,Fasudil (HA-1077) HCl,A549,100.0,24.0,211,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3.Cl,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,163751
Fasudil (HA-1077) HCl__A549__1000nM__24h,Fasudil (HA-1077) HCl,Fasudil (HA-1077) HCl,A549,1000.0,24.0,171,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3.Cl,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,163751
Fasudil (HA-1077) HCl__A549__10000nM__24h,Fasudil (HA-1077) HCl,Fasudil (HA-1077) HCl,A549,10000.0,24.0,201,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3.Cl,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,163751
Fasudil (HA-1077) HCl__K562__10nM__24h,Fasudil (HA-1077) HCl,Fasudil (HA-1077) HCl,K562,10.0,24.0,255,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3.Cl,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,163751
Fasudil (HA-1077) HCl__K562__100nM__24h,Fasudil (HA-1077) HCl,Fasudil (HA-1077) HCl,K562,100.0,24.0,229,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3.Cl,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,163751
Fasudil (HA-1077) HCl__K562__1000nM__24h,Fasudil (HA-1077) HCl,Fasudil (HA-1077) HCl,K562,1000.0,24.0,248,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3.Cl,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,163751
Fasudil (HA-1077) HCl__K562__10000nM__24h,Fasudil (HA-1077) HCl,Fasudil (HA-1077) HCl,K562,10000.0,24.0,217,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3.Cl,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,163751
Fasudil (HA-1077) HCl__MCF7__10nM__24h,Fasudil (HA-1077) HCl,Fasudil (HA-1077) HCl,MCF7,10.0,24.0,490,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3.Cl,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,163751
Fasudil (HA-1077) HCl__MCF7__100nM__24h,Fasudil (HA-1077) HCl,Fasudil (HA-1077) HCl,MCF7,100.0,24.0,465,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3.Cl,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,163751
Fasudil (HA-1077) HCl__MCF7__1000nM__24h,Fasudil (HA-1077) HCl,Fasudil (HA-1077) HCl,MCF7,1000.0,24.0,568,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3.Cl,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,163751
Fasudil (HA-1077) HCl__MCF7__10000nM__24h,Fasudil (HA-1077) HCl,Fasudil (HA-1077) HCl,MCF7,10000.0,24.0,669,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3.Cl,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,163751
"Fedratinib (SAR302503, TG101348)__A549__10nM__24h","Fedratinib (SAR302503, TG101348)","Fedratinib (SAR302503, TG101348)",A549,10.0,24.0,246,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4,c1ccc(Nc2ccnc(Nc3ccc(OCCN4CCCC4)cc3)n2)cc1,16722836
"Fedratinib (SAR302503, TG101348)__A549__100nM__24h","Fedratinib (SAR302503, TG101348)","Fedratinib (SAR302503, TG101348)",A549,100.0,24.0,214,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4,c1ccc(Nc2ccnc(Nc3ccc(OCCN4CCCC4)cc3)n2)cc1,16722836
"Fedratinib (SAR302503, TG101348)__A549__1000nM__24h","Fedratinib (SAR302503, TG101348)","Fedratinib (SAR302503, TG101348)",A549,1000.0,24.0,188,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4,c1ccc(Nc2ccnc(Nc3ccc(OCCN4CCCC4)cc3)n2)cc1,16722836
"Fedratinib (SAR302503, TG101348)__A549__10000nM__24h","Fedratinib (SAR302503, TG101348)","Fedratinib (SAR302503, TG101348)",A549,10000.0,24.0,116,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4,c1ccc(Nc2ccnc(Nc3ccc(OCCN4CCCC4)cc3)n2)cc1,16722836
"Fedratinib (SAR302503, TG101348)__K562__10nM__24h","Fedratinib (SAR302503, TG101348)","Fedratinib (SAR302503, TG101348)",K562,10.0,24.0,257,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4,c1ccc(Nc2ccnc(Nc3ccc(OCCN4CCCC4)cc3)n2)cc1,16722836
"Fedratinib (SAR302503, TG101348)__K562__100nM__24h","Fedratinib (SAR302503, TG101348)","Fedratinib (SAR302503, TG101348)",K562,100.0,24.0,191,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4,c1ccc(Nc2ccnc(Nc3ccc(OCCN4CCCC4)cc3)n2)cc1,16722836
"Fedratinib (SAR302503, TG101348)__K562__1000nM__24h","Fedratinib (SAR302503, TG101348)","Fedratinib (SAR302503, TG101348)",K562,1000.0,24.0,202,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4,c1ccc(Nc2ccnc(Nc3ccc(OCCN4CCCC4)cc3)n2)cc1,16722836
"Fedratinib (SAR302503, TG101348)__MCF7__10nM__24h","Fedratinib (SAR302503, TG101348)","Fedratinib (SAR302503, TG101348)",MCF7,10.0,24.0,525,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4,c1ccc(Nc2ccnc(Nc3ccc(OCCN4CCCC4)cc3)n2)cc1,16722836
"Fedratinib (SAR302503, TG101348)__MCF7__100nM__24h","Fedratinib (SAR302503, TG101348)","Fedratinib (SAR302503, TG101348)",MCF7,100.0,24.0,566,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4,c1ccc(Nc2ccnc(Nc3ccc(OCCN4CCCC4)cc3)n2)cc1,16722836
"Fedratinib (SAR302503, TG101348)__MCF7__1000nM__24h","Fedratinib (SAR302503, TG101348)","Fedratinib (SAR302503, TG101348)",MCF7,1000.0,24.0,483,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4,c1ccc(Nc2ccnc(Nc3ccc(OCCN4CCCC4)cc3)n2)cc1,16722836
"Fedratinib (SAR302503, TG101348)__MCF7__10000nM__24h","Fedratinib (SAR302503, TG101348)","Fedratinib (SAR302503, TG101348)",MCF7,10000.0,24.0,208,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4,c1ccc(Nc2ccnc(Nc3ccc(OCCN4CCCC4)cc3)n2)cc1,16722836
Filgotinib (GLPG0634)__A549__10nM__24h,Filgotinib (GLPG0634),Filgotinib (GLPG0634),A549,10.0,24.0,272,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,49831257
Filgotinib (GLPG0634)__A549__100nM__24h,Filgotinib (GLPG0634),Filgotinib (GLPG0634),A549,100.0,24.0,274,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,49831257
Filgotinib (GLPG0634)__A549__1000nM__24h,Filgotinib (GLPG0634),Filgotinib (GLPG0634),A549,1000.0,24.0,202,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,49831257
Filgotinib (GLPG0634)__A549__10000nM__24h,Filgotinib (GLPG0634),Filgotinib (GLPG0634),A549,10000.0,24.0,247,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,49831257
Filgotinib (GLPG0634)__K562__10nM__24h,Filgotinib (GLPG0634),Filgotinib (GLPG0634),K562,10.0,24.0,288,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,49831257
Filgotinib (GLPG0634)__K562__100nM__24h,Filgotinib (GLPG0634),Filgotinib (GLPG0634),K562,100.0,24.0,224,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,49831257
Filgotinib (GLPG0634)__K562__1000nM__24h,Filgotinib (GLPG0634),Filgotinib (GLPG0634),K562,1000.0,24.0,238,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,49831257
Filgotinib (GLPG0634)__K562__10000nM__24h,Filgotinib (GLPG0634),Filgotinib (GLPG0634),K562,10000.0,24.0,246,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,49831257
Filgotinib (GLPG0634)__MCF7__10nM__24h,Filgotinib (GLPG0634),Filgotinib (GLPG0634),MCF7,10.0,24.0,614,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,49831257
Filgotinib (GLPG0634)__MCF7__100nM__24h,Filgotinib (GLPG0634),Filgotinib (GLPG0634),MCF7,100.0,24.0,508,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,49831257
Filgotinib (GLPG0634)__MCF7__1000nM__24h,Filgotinib (GLPG0634),Filgotinib (GLPG0634),MCF7,1000.0,24.0,466,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,49831257
Filgotinib (GLPG0634)__MCF7__10000nM__24h,Filgotinib (GLPG0634),Filgotinib (GLPG0634),MCF7,10000.0,24.0,435,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,49831257
Flavopiridol HCl__A549__10nM__24h,Flavopiridol HCl,Flavopiridol HCl,A549,10.0,24.0,224,CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O.Cl,O=c1cc(-c2ccccc2)oc2c(C3CCNCC3)cccc12,9910986
Flavopiridol HCl__A549__100nM__24h,Flavopiridol HCl,Flavopiridol HCl,A549,100.0,24.0,139,CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O.Cl,O=c1cc(-c2ccccc2)oc2c(C3CCNCC3)cccc12,9910986
Flavopiridol HCl__A549__1000nM__24h,Flavopiridol HCl,Flavopiridol HCl,A549,1000.0,24.0,128,CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O.Cl,O=c1cc(-c2ccccc2)oc2c(C3CCNCC3)cccc12,9910986
Flavopiridol HCl__A549__10000nM__24h,Flavopiridol HCl,Flavopiridol HCl,A549,10000.0,24.0,136,CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O.Cl,O=c1cc(-c2ccccc2)oc2c(C3CCNCC3)cccc12,9910986
Flavopiridol HCl__K562__10nM__24h,Flavopiridol HCl,Flavopiridol HCl,K562,10.0,24.0,219,CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O.Cl,O=c1cc(-c2ccccc2)oc2c(C3CCNCC3)cccc12,9910986
Flavopiridol HCl__K562__100nM__24h,Flavopiridol HCl,Flavopiridol HCl,K562,100.0,24.0,167,CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O.Cl,O=c1cc(-c2ccccc2)oc2c(C3CCNCC3)cccc12,9910986
