sample_id,drug_id,drug_name,cell_context,dose_value,time,n_cells,smiles,scaffold,pubchem_cid,split_random,split_cell_heldout,split_scaffold_heldout,split_cell_scaffold_heldout
Thalidomide__K562__10nM__24h,Thalidomide,Thalidomide,K562,10.0,24.0,244,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,5426,train,train,train,train
Thalidomide__K562__100nM__24h,Thalidomide,Thalidomide,K562,100.0,24.0,244,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,5426,train,train,train,train
Thalidomide__K562__1000nM__24h,Thalidomide,Thalidomide,K562,1000.0,24.0,247,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,5426,train,train,train,train
Thalidomide__K562__10000nM__24h,Thalidomide,Thalidomide,K562,10000.0,24.0,251,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,5426,train,train,train,train
Thalidomide__MCF7__10nM__24h,Thalidomide,Thalidomide,MCF7,10.0,24.0,481,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,5426,train,test,train,excluded
Thalidomide__MCF7__100nM__24h,Thalidomide,Thalidomide,MCF7,100.0,24.0,520,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,5426,train,test,train,excluded
Thalidomide__MCF7__1000nM__24h,Thalidomide,Thalidomide,MCF7,1000.0,24.0,509,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,5426,train,test,train,excluded
Thalidomide__MCF7__10000nM__24h,Thalidomide,Thalidomide,MCF7,10000.0,24.0,472,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,5426,train,test,train,excluded
Thiotepa__A549__10nM__24h,Thiotepa,Thiotepa,A549,10.0,24.0,271,C1CN1P(=S)(N2CC2)N3CC3,S=P(N1CC1)(N1CC1)N1CC1,5453,train,train,train,train
Thiotepa__A549__100nM__24h,Thiotepa,Thiotepa,A549,100.0,24.0,241,C1CN1P(=S)(N2CC2)N3CC3,S=P(N1CC1)(N1CC1)N1CC1,5453,train,train,train,train
Thiotepa__A549__1000nM__24h,Thiotepa,Thiotepa,A549,1000.0,24.0,199,C1CN1P(=S)(N2CC2)N3CC3,S=P(N1CC1)(N1CC1)N1CC1,5453,train,train,train,train
Thiotepa__A549__10000nM__24h,Thiotepa,Thiotepa,A549,10000.0,24.0,184,C1CN1P(=S)(N2CC2)N3CC3,S=P(N1CC1)(N1CC1)N1CC1,5453,train,train,train,train
Thiotepa__K562__10nM__24h,Thiotepa,Thiotepa,K562,10.0,24.0,250,C1CN1P(=S)(N2CC2)N3CC3,S=P(N1CC1)(N1CC1)N1CC1,5453,train,train,train,train
Thiotepa__K562__100nM__24h,Thiotepa,Thiotepa,K562,100.0,24.0,285,C1CN1P(=S)(N2CC2)N3CC3,S=P(N1CC1)(N1CC1)N1CC1,5453,train,train,train,train
Thiotepa__K562__1000nM__24h,Thiotepa,Thiotepa,K562,1000.0,24.0,278,C1CN1P(=S)(N2CC2)N3CC3,S=P(N1CC1)(N1CC1)N1CC1,5453,train,train,train,train
Thiotepa__K562__10000nM__24h,Thiotepa,Thiotepa,K562,10000.0,24.0,302,C1CN1P(=S)(N2CC2)N3CC3,S=P(N1CC1)(N1CC1)N1CC1,5453,train,train,train,train
Thiotepa__MCF7__10nM__24h,Thiotepa,Thiotepa,MCF7,10.0,24.0,448,C1CN1P(=S)(N2CC2)N3CC3,S=P(N1CC1)(N1CC1)N1CC1,5453,train,test,train,excluded
Thiotepa__MCF7__100nM__24h,Thiotepa,Thiotepa,MCF7,100.0,24.0,388,C1CN1P(=S)(N2CC2)N3CC3,S=P(N1CC1)(N1CC1)N1CC1,5453,train,test,train,excluded
Thiotepa__MCF7__1000nM__24h,Thiotepa,Thiotepa,MCF7,1000.0,24.0,324,C1CN1P(=S)(N2CC2)N3CC3,S=P(N1CC1)(N1CC1)N1CC1,5453,train,test,train,excluded
Thiotepa__MCF7__10000nM__24h,Thiotepa,Thiotepa,MCF7,10000.0,24.0,430,C1CN1P(=S)(N2CC2)N3CC3,S=P(N1CC1)(N1CC1)N1CC1,5453,test,test,train,excluded
Tie2 kinase inhibitor__A549__10nM__24h,Tie2 kinase inhibitor,Tie2 kinase inhibitor,A549,10.0,24.0,236,COC1=CC2=C(C=C1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)S(=O)C)C5=CC=NC=C5,c1ccc(-c2nc(-c3ccc4ccccc4c3)c(-c3ccncc3)[nH]2)cc1,23625762,test,train,train,train
Tie2 kinase inhibitor__A549__100nM__24h,Tie2 kinase inhibitor,Tie2 kinase inhibitor,A549,100.0,24.0,227,COC1=CC2=C(C=C1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)S(=O)C)C5=CC=NC=C5,c1ccc(-c2nc(-c3ccc4ccccc4c3)c(-c3ccncc3)[nH]2)cc1,23625762,train,train,train,train
Tie2 kinase inhibitor__A549__1000nM__24h,Tie2 kinase inhibitor,Tie2 kinase inhibitor,A549,1000.0,24.0,214,COC1=CC2=C(C=C1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)S(=O)C)C5=CC=NC=C5,c1ccc(-c2nc(-c3ccc4ccccc4c3)c(-c3ccncc3)[nH]2)cc1,23625762,train,train,train,train
Tie2 kinase inhibitor__A549__10000nM__24h,Tie2 kinase inhibitor,Tie2 kinase inhibitor,A549,10000.0,24.0,284,COC1=CC2=C(C=C1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)S(=O)C)C5=CC=NC=C5,c1ccc(-c2nc(-c3ccc4ccccc4c3)c(-c3ccncc3)[nH]2)cc1,23625762,train,train,train,train
Tie2 kinase inhibitor__K562__10nM__24h,Tie2 kinase inhibitor,Tie2 kinase inhibitor,K562,10.0,24.0,292,COC1=CC2=C(C=C1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)S(=O)C)C5=CC=NC=C5,c1ccc(-c2nc(-c3ccc4ccccc4c3)c(-c3ccncc3)[nH]2)cc1,23625762,train,train,train,train
Tie2 kinase inhibitor__K562__100nM__24h,Tie2 kinase inhibitor,Tie2 kinase inhibitor,K562,100.0,24.0,255,COC1=CC2=C(C=C1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)S(=O)C)C5=CC=NC=C5,c1ccc(-c2nc(-c3ccc4ccccc4c3)c(-c3ccncc3)[nH]2)cc1,23625762,test,train,train,train
Tie2 kinase inhibitor__K562__1000nM__24h,Tie2 kinase inhibitor,Tie2 kinase inhibitor,K562,1000.0,24.0,304,COC1=CC2=C(C=C1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)S(=O)C)C5=CC=NC=C5,c1ccc(-c2nc(-c3ccc4ccccc4c3)c(-c3ccncc3)[nH]2)cc1,23625762,train,train,train,train
Tie2 kinase inhibitor__K562__10000nM__24h,Tie2 kinase inhibitor,Tie2 kinase inhibitor,K562,10000.0,24.0,291,COC1=CC2=C(C=C1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)S(=O)C)C5=CC=NC=C5,c1ccc(-c2nc(-c3ccc4ccccc4c3)c(-c3ccncc3)[nH]2)cc1,23625762,train,train,train,train
Tie2 kinase inhibitor__MCF7__10nM__24h,Tie2 kinase inhibitor,Tie2 kinase inhibitor,MCF7,10.0,24.0,440,COC1=CC2=C(C=C1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)S(=O)C)C5=CC=NC=C5,c1ccc(-c2nc(-c3ccc4ccccc4c3)c(-c3ccncc3)[nH]2)cc1,23625762,test,test,train,excluded
Tie2 kinase inhibitor__MCF7__100nM__24h,Tie2 kinase inhibitor,Tie2 kinase inhibitor,MCF7,100.0,24.0,401,COC1=CC2=C(C=C1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)S(=O)C)C5=CC=NC=C5,c1ccc(-c2nc(-c3ccc4ccccc4c3)c(-c3ccncc3)[nH]2)cc1,23625762,train,test,train,excluded
Tie2 kinase inhibitor__MCF7__1000nM__24h,Tie2 kinase inhibitor,Tie2 kinase inhibitor,MCF7,1000.0,24.0,285,COC1=CC2=C(C=C1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)S(=O)C)C5=CC=NC=C5,c1ccc(-c2nc(-c3ccc4ccccc4c3)c(-c3ccncc3)[nH]2)cc1,23625762,train,test,train,excluded
Tie2 kinase inhibitor__MCF7__10000nM__24h,Tie2 kinase inhibitor,Tie2 kinase inhibitor,MCF7,10000.0,24.0,374,COC1=CC2=C(C=C1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)S(=O)C)C5=CC=NC=C5,c1ccc(-c2nc(-c3ccc4ccccc4c3)c(-c3ccncc3)[nH]2)cc1,23625762,train,test,train,excluded
Tofacitinib (CP-690550) Citrate__A549__10nM__24h,Tofacitinib (CP-690550) Citrate,Tofacitinib (CP-690550) Citrate,A549,10.0,24.0,236,C[C@@H]1CCN(C[C@@H]1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,c1nc(N[C@@H]2CCCNC2)c2cc[nH]c2n1,10174505,train,train,train,train
Tofacitinib (CP-690550) Citrate__A549__100nM__24h,Tofacitinib (CP-690550) Citrate,Tofacitinib (CP-690550) Citrate,A549,100.0,24.0,208,C[C@@H]1CCN(C[C@@H]1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,c1nc(N[C@@H]2CCCNC2)c2cc[nH]c2n1,10174505,train,train,train,train
Tofacitinib (CP-690550) Citrate__A549__1000nM__24h,Tofacitinib (CP-690550) Citrate,Tofacitinib (CP-690550) Citrate,A549,1000.0,24.0,237,C[C@@H]1CCN(C[C@@H]1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,c1nc(N[C@@H]2CCCNC2)c2cc[nH]c2n1,10174505,train,train,train,train
Tofacitinib (CP-690550) Citrate__A549__10000nM__24h,Tofacitinib (CP-690550) Citrate,Tofacitinib (CP-690550) Citrate,A549,10000.0,24.0,245,C[C@@H]1CCN(C[C@@H]1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,c1nc(N[C@@H]2CCCNC2)c2cc[nH]c2n1,10174505,train,train,train,train
Tofacitinib (CP-690550) Citrate__K562__10nM__24h,Tofacitinib (CP-690550) Citrate,Tofacitinib (CP-690550) Citrate,K562,10.0,24.0,297,C[C@@H]1CCN(C[C@@H]1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,c1nc(N[C@@H]2CCCNC2)c2cc[nH]c2n1,10174505,test,train,train,train
Tofacitinib (CP-690550) Citrate__K562__100nM__24h,Tofacitinib (CP-690550) Citrate,Tofacitinib (CP-690550) Citrate,K562,100.0,24.0,263,C[C@@H]1CCN(C[C@@H]1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,c1nc(N[C@@H]2CCCNC2)c2cc[nH]c2n1,10174505,train,train,train,train
Tofacitinib (CP-690550) Citrate__K562__1000nM__24h,Tofacitinib (CP-690550) Citrate,Tofacitinib (CP-690550) Citrate,K562,1000.0,24.0,243,C[C@@H]1CCN(C[C@@H]1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,c1nc(N[C@@H]2CCCNC2)c2cc[nH]c2n1,10174505,train,train,train,train
Tofacitinib (CP-690550) Citrate__K562__10000nM__24h,Tofacitinib (CP-690550) Citrate,Tofacitinib (CP-690550) Citrate,K562,10000.0,24.0,245,C[C@@H]1CCN(C[C@@H]1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,c1nc(N[C@@H]2CCCNC2)c2cc[nH]c2n1,10174505,test,train,train,train
Tofacitinib (CP-690550) Citrate__MCF7__10nM__24h,Tofacitinib (CP-690550) Citrate,Tofacitinib (CP-690550) Citrate,MCF7,10.0,24.0,621,C[C@@H]1CCN(C[C@@H]1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,c1nc(N[C@@H]2CCCNC2)c2cc[nH]c2n1,10174505,train,test,train,excluded
Tofacitinib (CP-690550) Citrate__MCF7__100nM__24h,Tofacitinib (CP-690550) Citrate,Tofacitinib (CP-690550) Citrate,MCF7,100.0,24.0,464,C[C@@H]1CCN(C[C@@H]1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,c1nc(N[C@@H]2CCCNC2)c2cc[nH]c2n1,10174505,test,test,train,excluded
Tofacitinib (CP-690550) Citrate__MCF7__1000nM__24h,Tofacitinib (CP-690550) Citrate,Tofacitinib (CP-690550) Citrate,MCF7,1000.0,24.0,535,C[C@@H]1CCN(C[C@@H]1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,c1nc(N[C@@H]2CCCNC2)c2cc[nH]c2n1,10174505,train,test,train,excluded
Tofacitinib (CP-690550) Citrate__MCF7__10000nM__24h,Tofacitinib (CP-690550) Citrate,Tofacitinib (CP-690550) Citrate,MCF7,10000.0,24.0,545,C[C@@H]1CCN(C[C@@H]1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,c1nc(N[C@@H]2CCCNC2)c2cc[nH]c2n1,10174505,train,test,train,excluded
Toremifene Citrate__A549__10nM__24h,Toremifene Citrate,Toremifene Citrate,A549,10.0,24.0,230,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,3005572,train,train,test,excluded
Toremifene Citrate__A549__100nM__24h,Toremifene Citrate,Toremifene Citrate,A549,100.0,24.0,227,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,3005572,train,train,test,excluded
Toremifene Citrate__A549__1000nM__24h,Toremifene Citrate,Toremifene Citrate,A549,1000.0,24.0,213,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,3005572,train,train,test,excluded
Toremifene Citrate__K562__10nM__24h,Toremifene Citrate,Toremifene Citrate,K562,10.0,24.0,259,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,3005572,train,train,test,excluded
Toremifene Citrate__K562__100nM__24h,Toremifene Citrate,Toremifene Citrate,K562,100.0,24.0,286,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,3005572,train,train,test,excluded
Toremifene Citrate__K562__1000nM__24h,Toremifene Citrate,Toremifene Citrate,K562,1000.0,24.0,319,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,3005572,train,train,test,excluded
Toremifene Citrate__K562__10000nM__24h,Toremifene Citrate,Toremifene Citrate,K562,10000.0,24.0,181,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,3005572,train,train,test,excluded
Toremifene Citrate__MCF7__10nM__24h,Toremifene Citrate,Toremifene Citrate,MCF7,10.0,24.0,539,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,3005572,train,test,test,test
Toremifene Citrate__MCF7__100nM__24h,Toremifene Citrate,Toremifene Citrate,MCF7,100.0,24.0,390,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,3005572,train,test,test,test
Toremifene Citrate__MCF7__1000nM__24h,Toremifene Citrate,Toremifene Citrate,MCF7,1000.0,24.0,414,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,3005572,train,test,test,test
Toremifene Citrate__MCF7__10000nM__24h,Toremifene Citrate,Toremifene Citrate,MCF7,10000.0,24.0,274,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,3005572,train,test,test,test
"Tozasertib (VX-680, MK-0457)__A549__10nM__24h","Tozasertib (VX-680, MK-0457)","Tozasertib (VX-680, MK-0457)",A549,10.0,24.0,175,CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C,O=C(Nc1ccc(Sc2nc(Nc3cc[nH]n3)cc(N3CCNCC3)n2)cc1)C1CC1,5494449,train,train,train,train
"Tozasertib (VX-680, MK-0457)__A549__100nM__24h","Tozasertib (VX-680, MK-0457)","Tozasertib (VX-680, MK-0457)",A549,100.0,24.0,102,CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C,O=C(Nc1ccc(Sc2nc(Nc3cc[nH]n3)cc(N3CCNCC3)n2)cc1)C1CC1,5494449,train,train,train,train
"Tozasertib (VX-680, MK-0457)__A549__1000nM__24h","Tozasertib (VX-680, MK-0457)","Tozasertib (VX-680, MK-0457)",A549,1000.0,24.0,167,CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C,O=C(Nc1ccc(Sc2nc(Nc3cc[nH]n3)cc(N3CCNCC3)n2)cc1)C1CC1,5494449,train,train,train,train
"Tozasertib (VX-680, MK-0457)__A549__10000nM__24h","Tozasertib (VX-680, MK-0457)","Tozasertib (VX-680, MK-0457)",A549,10000.0,24.0,159,CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C,O=C(Nc1ccc(Sc2nc(Nc3cc[nH]n3)cc(N3CCNCC3)n2)cc1)C1CC1,5494449,train,train,train,train
"Tozasertib (VX-680, MK-0457)__K562__10nM__24h","Tozasertib (VX-680, MK-0457)","Tozasertib (VX-680, MK-0457)",K562,10.0,24.0,225,CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C,O=C(Nc1ccc(Sc2nc(Nc3cc[nH]n3)cc(N3CCNCC3)n2)cc1)C1CC1,5494449,test,train,train,train
"Tozasertib (VX-680, MK-0457)__K562__100nM__24h","Tozasertib (VX-680, MK-0457)","Tozasertib (VX-680, MK-0457)",K562,100.0,24.0,158,CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C,O=C(Nc1ccc(Sc2nc(Nc3cc[nH]n3)cc(N3CCNCC3)n2)cc1)C1CC1,5494449,train,train,train,train
"Tozasertib (VX-680, MK-0457)__K562__1000nM__24h","Tozasertib (VX-680, MK-0457)","Tozasertib (VX-680, MK-0457)",K562,1000.0,24.0,131,CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C,O=C(Nc1ccc(Sc2nc(Nc3cc[nH]n3)cc(N3CCNCC3)n2)cc1)C1CC1,5494449,test,train,train,train
"Tozasertib (VX-680, MK-0457)__K562__10000nM__24h","Tozasertib (VX-680, MK-0457)","Tozasertib (VX-680, MK-0457)",K562,10000.0,24.0,140,CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C,O=C(Nc1ccc(Sc2nc(Nc3cc[nH]n3)cc(N3CCNCC3)n2)cc1)C1CC1,5494449,train,train,train,train
"Tozasertib (VX-680, MK-0457)__MCF7__10nM__24h","Tozasertib (VX-680, MK-0457)","Tozasertib (VX-680, MK-0457)",MCF7,10.0,24.0,480,CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C,O=C(Nc1ccc(Sc2nc(Nc3cc[nH]n3)cc(N3CCNCC3)n2)cc1)C1CC1,5494449,train,test,train,excluded
"Tozasertib (VX-680, MK-0457)__MCF7__100nM__24h","Tozasertib (VX-680, MK-0457)","Tozasertib (VX-680, MK-0457)",MCF7,100.0,24.0,290,CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C,O=C(Nc1ccc(Sc2nc(Nc3cc[nH]n3)cc(N3CCNCC3)n2)cc1)C1CC1,5494449,test,test,train,excluded
"Tozasertib (VX-680, MK-0457)__MCF7__1000nM__24h","Tozasertib (VX-680, MK-0457)","Tozasertib (VX-680, MK-0457)",MCF7,1000.0,24.0,341,CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C,O=C(Nc1ccc(Sc2nc(Nc3cc[nH]n3)cc(N3CCNCC3)n2)cc1)C1CC1,5494449,train,test,train,excluded
"Tozasertib (VX-680, MK-0457)__MCF7__10000nM__24h","Tozasertib (VX-680, MK-0457)","Tozasertib (VX-680, MK-0457)",MCF7,10000.0,24.0,420,CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C,O=C(Nc1ccc(Sc2nc(Nc3cc[nH]n3)cc(N3CCNCC3)n2)cc1)C1CC1,5494449,train,test,train,excluded
Trametinib (GSK1120212)__A549__10nM__24h,Trametinib (GSK1120212),Trametinib (GSK1120212),A549,10.0,24.0,167,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,O=c1cc2c(c(Nc3ccccc3)[nH]1)c(=O)n(C1CC1)c(=O)n2-c1ccccc1,11707110,train,train,train,train
Trametinib (GSK1120212)__A549__100nM__24h,Trametinib (GSK1120212),Trametinib (GSK1120212),A549,100.0,24.0,176,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,O=c1cc2c(c(Nc3ccccc3)[nH]1)c(=O)n(C1CC1)c(=O)n2-c1ccccc1,11707110,train,train,train,train
Trametinib (GSK1120212)__A549__1000nM__24h,Trametinib (GSK1120212),Trametinib (GSK1120212),A549,1000.0,24.0,210,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,O=c1cc2c(c(Nc3ccccc3)[nH]1)c(=O)n(C1CC1)c(=O)n2-c1ccccc1,11707110,train,train,train,train
Trametinib (GSK1120212)__A549__10000nM__24h,Trametinib (GSK1120212),Trametinib (GSK1120212),A549,10000.0,24.0,171,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,O=c1cc2c(c(Nc3ccccc3)[nH]1)c(=O)n(C1CC1)c(=O)n2-c1ccccc1,11707110,train,train,train,train
Trametinib (GSK1120212)__K562__10nM__24h,Trametinib (GSK1120212),Trametinib (GSK1120212),K562,10.0,24.0,174,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,O=c1cc2c(c(Nc3ccccc3)[nH]1)c(=O)n(C1CC1)c(=O)n2-c1ccccc1,11707110,train,train,train,train
Trametinib (GSK1120212)__K562__100nM__24h,Trametinib (GSK1120212),Trametinib (GSK1120212),K562,100.0,24.0,174,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,O=c1cc2c(c(Nc3ccccc3)[nH]1)c(=O)n(C1CC1)c(=O)n2-c1ccccc1,11707110,test,train,train,train
Trametinib (GSK1120212)__K562__1000nM__24h,Trametinib (GSK1120212),Trametinib (GSK1120212),K562,1000.0,24.0,190,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,O=c1cc2c(c(Nc3ccccc3)[nH]1)c(=O)n(C1CC1)c(=O)n2-c1ccccc1,11707110,test,train,train,train
Trametinib (GSK1120212)__K562__10000nM__24h,Trametinib (GSK1120212),Trametinib (GSK1120212),K562,10000.0,24.0,196,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,O=c1cc2c(c(Nc3ccccc3)[nH]1)c(=O)n(C1CC1)c(=O)n2-c1ccccc1,11707110,train,train,train,train
Trametinib (GSK1120212)__MCF7__10nM__24h,Trametinib (GSK1120212),Trametinib (GSK1120212),MCF7,10.0,24.0,449,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,O=c1cc2c(c(Nc3ccccc3)[nH]1)c(=O)n(C1CC1)c(=O)n2-c1ccccc1,11707110,train,test,train,excluded
